"CountryCode","SeriesCode","DESCRIPTION",
"KNA","IT.CEL.SETS.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","IT.MLT.MAIN.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","IT.NET.BBND.P2","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","IT.NET.USER.ZS","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KNA","SP.DYN.LE00.FE.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.LE00.MA.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.DYN.TFRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"KNA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"KNA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"KOR","IT.CEL.SETS.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","IT.MLT.MAIN.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","IT.NET.BBND.P2","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","IT.NET.USER.ZS","Ministry of Information and Communication. Korea Communications Commission.",
"KOR","SP.DYN.LE00.FE.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.LE00.MA.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.TFRT.IN","Data sources : Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.POP.GROW","Data sources: Korean Statistical Information Service",
"KOR","SP.POP.TOTL","Data sources : Korean Statistical Information Service",
"KWT","IT.CEL.SETS.P2","Ministry of Communications.",
"KWT","IT.MLT.MAIN.P2","Ministry of Communications.",
"KWT","IT.NET.BBND.P2","Ministry of Communications.",
"KWT","IT.NET.USER.ZS","Ministry of Communications.",
"KWT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"KWT","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"KWT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LAO","IT.CEL.SETS.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","IT.MLT.MAIN.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","IT.NET.BBND.P2","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","IT.NET.USER.ZS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LAO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBN","IT.CEL.SETS.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.MLT.MAIN.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.NET.BBND.P2","Ministère des Postes et des Télécommunications.",
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications.",
"LBN","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBN","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"LBN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBR","IT.CEL.SETS.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.MLT.MAIN.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.NET.BBND.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LBY","IT.CEL.SETS.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.MLT.MAIN.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.NET.BBND.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LBY","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"LBY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LCA","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LCA","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LIE","IT.CEL.SETS.P2","Office for Communications.",
"LIE","IT.MLT.MAIN.P2","Office for Communications.",
"LIE","IT.NET.BBND.P2","Office for Communications.",
"LIE","IT.NET.USER.ZS","Office for Communications.",
"LIE","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"LIE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"LIE","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"LIE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LKA","IT.CEL.SETS.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.MLT.MAIN.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.NET.BBND.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LKA","SP.POP.GROW","Data sources : Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data sources : Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LSO","IT.CEL.SETS.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","IT.MLT.MAIN.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","IT.NET.BBND.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","IT.NET.USER.ZS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"LSO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"LSO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"LTU","IT.CEL.SETS.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","IT.MLT.MAIN.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","IT.NET.BBND.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","IT.NET.USER.ZS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistics Department",
"LTU","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistics Department",
"LTU","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistics Department",
"LTU","SP.POP.GROW","Data sources : Eurostat",
"LTU","SP.POP.TOTL","Data sources : Eurostat",
"LUX","IT.CEL.SETS.P2","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","IT.MLT.MAIN.P2","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","IT.NET.BBND.P2","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","IT.NET.USER.ZS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.TFRT.IN","Data sources : Eurostat, Council of Europe",
"LUX","SP.POP.GROW","Data sources: Eurostat",
"LUX","SP.POP.TOTL","Data sources : Eurostat",
"LVA","IT.CEL.SETS.P2","Ministry of Transport.",
"LVA","IT.MLT.MAIN.P2","Ministry of Transport.",
"LVA","IT.NET.BBND.P2","Ministry of Transport.",
"LVA","IT.NET.USER.ZS","Ministry of Transport.",
"LVA","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Council of Europe",
"LVA","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Council of Europe",
"LVA","SP.DYN.TFRT.IN","Data sources : Eurostat, Council of Europe",
"LVA","SP.POP.GROW","Data sources : Eurostat",
"LVA","SP.POP.TOTL","Data sources : Eurostat",
"MAC","IT.CEL.SETS.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","IT.MLT.MAIN.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","IT.NET.BBND.P2","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","IT.NET.USER.ZS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MAC","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MAC","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MAF","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau",
"MAF","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau",
"MAF","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau",
"MAF","SP.POP.GROW","Data sources: U.S. Census Bureau",
"MAF","SP.POP.TOTL","Data sources : U.S. Census Bureau",
"MAR","IT.CEL.SETS.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.MLT.MAIN.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.BBND.P2","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","NY.GDP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MAR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)",
"MAR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MAR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MCO","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MCO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MDA","EN.POP.DNST","Excludes Transnistria.",
"MDA","IT.CEL.SETS.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.MLT.MAIN.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.NET.BBND.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","SP.DYN.LE00.FE.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects. Including Transnistria.",
"MDA","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.0014.TO.ZS","Including Transnistria.",
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.1564.TO.ZS","Including Transnistria.",
"MDA","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria.",
"MDA","SP.POP.DPND","Including Transnistria.",
"MDA","SP.POP.GROW","Data sources: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects 2010 Revision's growth rates of whole Moldova.",
"MDA","SP.POP.TOTL","Data sources : National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova.",
"MDG","IT.CEL.SETS.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.MLT.MAIN.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.NET.BBND.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MDG","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MDG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MDV","IT.CEL.SETS.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.MLT.MAIN.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.NET.BBND.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MDV","SP.POP.GROW","Data sources : United Nations World Population Prospects",
"MDV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MEX","IT.CEL.SETS.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.MLT.MAIN.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.BBND.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MEX","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MEX","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MHL","IT.CEL.SETS.P2","National Telecommunications Authority.",
"MHL","IT.MLT.MAIN.P2","National Telecommunications Authority.",
"MHL","IT.NET.BBND.P2","National Telecommunications Authority.",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MHL","SP.DYN.LE00.FE.IN","Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.LE00.MA.IN","Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.TFRT.IN","Data sources : DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MHL","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MKD","IT.CEL.SETS.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.MLT.MAIN.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.BBND.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MKD","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MKD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MLI","IT.CEL.SETS.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.MLT.MAIN.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.BBND.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MLI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MLI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MLT","IT.CEL.SETS.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.MLT.MAIN.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.NET.BBND.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.TFRT.IN","Data sources : Eurostat, National Statistics Office",
"MLT","SP.POP.GROW","Data sources : Eurostat",
"MLT","SP.POP.TOTL","Data sources : Eurostat",
"MMR","IT.CEL.SETS.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.MLT.MAIN.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.NET.BBND.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MNE","IT.CEL.SETS.P2","Agency for Telecommunications and Postal Services.",
"MNE","IT.MLT.MAIN.P2","Agency for Telecommunications and Postal Services.",
"MNE","IT.NET.BBND.P2","Agency for Telecommunications and Postal Services.",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.POP.GROW","Data sources : For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","SP.POP.TOTL","Data sources : For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNG","IT.CEL.SETS.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.MLT.MAIN.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.NET.BBND.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MNG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MNP","IT.CEL.SETS.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.MLT.MAIN.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.BBND.P2","Micronesian Telecommunication Corp. (MTC).",
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC).",
"MNP","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MNP","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MOZ","IT.CEL.SETS.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.MLT.MAIN.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.BBND.P2","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MOZ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MRT","IT.CEL.SETS.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","IT.MLT.MAIN.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","IT.NET.BBND.P2","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"MRT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MUS","IT.CEL.SETS.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","IT.MLT.MAIN.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","IT.NET.BBND.P2","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.DYN.LE00.FE.IN","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.LE00.MA.IN","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.TFRT.IN","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.DPND","Including Agalega and St. Brandon.",
"MUS","SP.POP.GROW","Data sources: Central Statistics Office, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"MUS","SP.POP.TOTL","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MWI","IT.CEL.SETS.P2","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
